Job_Title,Skills,skill_entities,job_entities,relationships
Training Manager,"Training & Development, Training, Training Management, Employee Training, Learning Management Systems, Train the Trainer, Employee Learning & Development, Instructional Design, Leadership Development, Team Leadership","[('Training & Development', 'Skill'), ('Training', 'Skill'), ('Training Management', 'Skill'), ('Employee Training', 'Skill'), ('Learning Management Systems', 'Skill'), ('Train the Trainer', 'Skill'), ('Employee Learning & Development', 'Skill'), ('Instructional Design', 'Skill'), ('Leadership Development', 'Skill'), ('Team Leadership', 'Skill')]","[('Training Manager', 'Job')]","[{'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Training & Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Training', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Training Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Employee Training', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Learning Management Systems', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Train the Trainer', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Employee Learning & Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Instructional Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Leadership Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Manager', 'to_type': 'Skill', 'to_id': 'Team Leadership', 'type': 'REQUIRES'}]"
Training Specialist,"Training & Development, Training, Learning Management Systems, Employee Training, Instructional Design, Instructor-Led Training, Curriculum Development, Training Delivery, Onboarding, E-Learning","[('Training & Development', 'Skill'), ('Training', 'Skill'), ('Learning Management Systems', 'Skill'), ('Employee Training', 'Skill'), ('Instructional Design', 'Skill'), ('Instructor-Led Training', 'Skill'), ('Curriculum Development', 'Skill'), ('Training Delivery', 'Skill'), ('Onboarding', 'Skill'), ('E-Learning', 'Skill')]","[('Training Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Training & Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Training', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Learning Management Systems', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Employee Training', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Instructional Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Instructor-Led Training', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Curriculum Development', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Training Delivery', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'Onboarding', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Training Specialist', 'to_type': 'Skill', 'to_id': 'E-Learning', 'type': 'REQUIRES'}]"
Translator,"Translation, Spanish Translation, Proofreading, Interpreting, Localization, Editing, Spanish, Legal Translation, English to Spanish, Technical Translation","[('Translation', 'Skill'), ('Spanish Translation', 'Skill'), ('Proofreading', 'Skill'), ('Interpreting', 'Skill'), ('Localization', 'Skill'), ('Editing', 'Skill'), ('Spanish', 'Skill'), ('Legal Translation', 'Skill'), ('English to Spanish', 'Skill'), ('Technical Translation', 'Skill')]","[('Translator', 'Job')]","[{'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Translation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Spanish Translation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Proofreading', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Interpreting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Localization', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Editing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Spanish', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Legal Translation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'English to Spanish', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Translator', 'to_type': 'Skill', 'to_id': 'Technical Translation', 'type': 'REQUIRES'}]"
Transportation Specialist,"Transportation, Dispatching, Transportation Management, CDL Class A, Logistics Management, MicroStation, Transportation Planning, Freight Transportation, Transportation Operations, Highways","[('Transportation', 'Skill'), ('Dispatching', 'Skill'), ('Transportation Management', 'Skill'), ('CDL Class A', 'Skill'), ('Logistics Management', 'Skill'), ('MicroStation', 'Skill'), ('Transportation Planning', 'Skill'), ('Freight Transportation', 'Skill'), ('Transportation Operations', 'Skill'), ('Highways', 'Skill')]","[('Transportation Specialist', 'Job')]","[{'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'Transportation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'Dispatching', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'Transportation Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'CDL Class A', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'Logistics Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'MicroStation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'Transportation Planning', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'Freight Transportation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'Transportation Operations', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Transportation Specialist', 'to_type': 'Skill', 'to_id': 'Highways', 'type': 'REQUIRES'}]"
Treasurer,"Treasury Management, Cash Management, Financial Analysis, Fundraising, Accounting, Leadership, Budgeting, Microsoft Excel, Finance, Financial Reporting","[('Treasury Management', 'Skill'), ('Cash Management', 'Skill'), ('Financial Analysis', 'Skill'), ('Fundraising', 'Skill'), ('Accounting', 'Skill'), ('Leadership', 'Skill'), ('Budgeting', 'Skill'), ('Microsoft Excel', 'Skill'), ('Finance', 'Skill'), ('Financial Reporting', 'Skill')]","[('Treasurer', 'Job')]","[{'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Treasury Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Cash Management', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Financial Analysis', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Fundraising', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Leadership', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Budgeting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Microsoft Excel', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Finance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Treasurer', 'to_type': 'Skill', 'to_id': 'Financial Reporting', 'type': 'REQUIRES'}]"
Truck Driver,"CDL Class A, CDL, Truck Driving, Tanker, Truck, Professional Driving, Trucking, Transportation, Forklift Operation, Truckload Shipping","[('CDL Class A', 'Skill'), ('CDL', 'Skill'), ('Truck Driving', 'Skill'), ('Tanker', 'Skill'), ('Truck', 'Skill'), ('Professional Driving', 'Skill'), ('Trucking', 'Skill'), ('Transportation', 'Skill'), ('Forklift Operation', 'Skill'), ('Truckload Shipping', 'Skill')]","[('Truck Driver', 'Job')]","[{'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'CDL Class A', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'CDL', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'Truck Driving', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'Tanker', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'Truck', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'Professional Driving', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'Trucking', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'Transportation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'Forklift Operation', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Truck Driver', 'to_type': 'Skill', 'to_id': 'Truckload Shipping', 'type': 'REQUIRES'}]"
Underwriter,"Underwriting, Mortgage Underwriting, Insurance, Property and Casualty Insurance, Mortgage Lending, Commercial Insurance, Credit Analysis, Financial Analysis, Residential Mortgages, Risk Assessment","[('Underwriting', 'Skill'), ('Mortgage Underwriting', 'Skill'), ('Insurance', 'Skill'), ('Property and Casualty Insurance', 'Skill'), ('Mortgage Lending', 'Skill'), ('Commercial Insurance', 'Skill'), ('Credit Analysis', 'Skill'), ('Financial Analysis', 'Skill'), ('Residential Mortgages', 'Skill'), ('Risk Assessment', 'Skill')]","[('Underwriter', 'Job')]","[{'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Underwriting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Mortgage Underwriting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Insurance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Property and Casualty Insurance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Mortgage Lending', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Commercial Insurance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Credit Analysis', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Financial Analysis', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Residential Mortgages', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Underwriter', 'to_type': 'Skill', 'to_id': 'Risk Assessment', 'type': 'REQUIRES'}]"
User Experience Designer,"Prototyping, Wireframing, User Experience (UX), Usability Testing, User Experience Design (UED), User Interface Design, User-centered Design, Information Architecture, Interaction Design, Visual Design","[('Prototyping', 'Skill'), ('Wireframing', 'Skill'), ('User Experience (UX)', 'Skill'), ('Usability Testing', 'Skill'), ('User Experience Design (UED)', 'Skill'), ('User Interface Design', 'Skill'), ('User-centered Design', 'Skill'), ('Information Architecture', 'Skill'), ('Interaction Design', 'Skill'), ('Visual Design', 'Skill')]","[('User Experience Designer', 'Job')]","[{'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'Prototyping', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'Wireframing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'User Experience (UX)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'Usability Testing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'User Experience Design (UED)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'User Interface Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'User-centered Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'Information Architecture', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'Interaction Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Experience Designer', 'to_type': 'Skill', 'to_id': 'Visual Design', 'type': 'REQUIRES'}]"
User Interface Designer,"User Interface Design, Wireframing, User Experience (UX), Prototyping, User Experience Design (UED), Usability Testing, User-centered Design, Information Architecture, Interaction Design, Visual Design","[('User Interface Design', 'Skill'), ('Wireframing', 'Skill'), ('User Experience (UX)', 'Skill'), ('Prototyping', 'Skill'), ('User Experience Design (UED)', 'Skill'), ('Usability Testing', 'Skill'), ('User-centered Design', 'Skill'), ('Information Architecture', 'Skill'), ('Interaction Design', 'Skill'), ('Visual Design', 'Skill')]","[('User Interface Designer', 'Job')]","[{'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'User Interface Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'Wireframing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'User Experience (UX)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'Prototyping', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'User Experience Design (UED)', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'Usability Testing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'User-centered Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'Information Architecture', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'Interaction Design', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'User Interface Designer', 'to_type': 'Skill', 'to_id': 'Visual Design', 'type': 'REQUIRES'}]"
Veterinary Assistant,"Animal Handling, Animal Care, Veterinary Medicine, Animal Restraint, Animal Husbandry, Veterinary Nursing, Animal Welfare, Veterinary Technology, Pet Care, Animal Behavior","[('Animal Handling', 'Skill'), ('Animal Care', 'Skill'), ('Veterinary Medicine', 'Skill'), ('Animal Restraint', 'Skill'), ('Animal Husbandry', 'Skill'), ('Veterinary Nursing', 'Skill'), ('Animal Welfare', 'Skill'), ('Veterinary Technology', 'Skill'), ('Pet Care', 'Skill'), ('Animal Behavior', 'Skill')]","[('Veterinary Assistant', 'Job')]","[{'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Animal Handling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Animal Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Veterinary Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Animal Restraint', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Animal Husbandry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Veterinary Nursing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Animal Welfare', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Veterinary Technology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Pet Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Assistant', 'to_type': 'Skill', 'to_id': 'Animal Behavior', 'type': 'REQUIRES'}]"
Veterinary Technician,"Veterinary Technology, Veterinary Medicine, Animal Handling, Animal Care, Veterinary Nursing, Animal Husbandry, Animal Restraint, Veterinary Surgery, Pet Care, Client Education","[('Veterinary Technology', 'Skill'), ('Veterinary Medicine', 'Skill'), ('Animal Handling', 'Skill'), ('Animal Care', 'Skill'), ('Veterinary Nursing', 'Skill'), ('Animal Husbandry', 'Skill'), ('Animal Restraint', 'Skill'), ('Veterinary Surgery', 'Skill'), ('Pet Care', 'Skill'), ('Client Education', 'Skill')]","[('Veterinary Technician', 'Job')]","[{'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Veterinary Technology', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Veterinary Medicine', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Animal Handling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Animal Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Veterinary Nursing', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Animal Husbandry', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Animal Restraint', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Veterinary Surgery', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Pet Care', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Veterinary Technician', 'to_type': 'Skill', 'to_id': 'Client Education', 'type': 'REQUIRES'}]"
Vice President Finance,"Financial Planning, Financial Analysis, Financial Reporting, Finance, Financial Statements, Corporate Finance, Financial Modeling, Financial Accounting, Budgeting, Accounting","[('Financial Planning', 'Skill'), ('Financial Analysis', 'Skill'), ('Financial Reporting', 'Skill'), ('Finance', 'Skill'), ('Financial Statements', 'Skill'), ('Corporate Finance', 'Skill'), ('Financial Modeling', 'Skill'), ('Financial Accounting', 'Skill'), ('Budgeting', 'Skill'), ('Accounting', 'Skill')]","[('Vice President Finance', 'Job')]","[{'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Financial Planning', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Financial Analysis', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Financial Reporting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Finance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Financial Statements', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Corporate Finance', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Financial Modeling', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Financial Accounting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Budgeting', 'type': 'REQUIRES'}, {'from_type': 'Job', 'from_id': 'Vice President Finance', 'to_type': 'Skill', 'to_id': 'Accounting', 'type': 'REQUIRES'}]"
